OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
22408,Palou Ave&Hawes St E-NS/PS,PALUHAW1,PALUHAWS,5866,37.728679,-122.381425,0,HAWES ST,PALOU AVE,NS,E,,0,20210407104457,2396985,125,,POINT (-122.38141 37.728676),78,78,2,9,1
19818,California St&Leavenworth St NE-NS,CALILEA0,CALILEAV,3877,37.791285,-122.415611,0,LEAVENWORTH ST,CALIFORNIA ST,NS,NE,,0,20210407104457,2391420,125,,POINT (-122.415596 37.79128),16,16,6,3,21
20705,Carmel St&Belvedere St SW-MI/SB,CRMLBVD0,CRMLBVDR,4204,37.76092,-122.447631,0,BELVEDERE ST,CARMEL ST,MI,SW,,0,20210407104457,2393641,125,,POINT (-122.44762 37.760914),114,114,7,11,14
19429,Beach St&Mason St SW-NS/PS,BECHMAS0,BECHMASN,3092,37.807407,-122.414125,0,MASON ST,BEACH ST,NS,SW,,1,20210407104457,2390601,125,,POINT (-122.41411 37.807404),99,99,6,3,23
20730,Paul Ave&San Bruno Ave N-MB/SB,PAULSBR1,PAULSBRO,5904,37.723879,-122.401576,0,SAN BRUNO AVE,PAUL AVE,MB,N,,0,20210407104457,2393778,125,,POINT (-122.401566 37.723873),91,91,2,2,25
21856,Williams Ave&3rd St N-FS,WLMS.3S0,WLMS.3ST,6968,37.72938,-122.39295,0,03RD ST,WILLIAMS AVE,FS,N,FL,0,20210407104457,2395533,125,,POINT (-122.39294 37.729374),87,87,2,9,1
21229,Geary St&Powell St NW-FS/BZ,GEARPOW0,GEARPOWL,4757,37.787401,-122.408391,0,POWELL ST,GEARY ST,FS,NW,BZ,1,20210407104457,2393913,125,,POINT (-122.40838 37.787395),19,19,6,3,36
20332,Kansas St&26th St NE-FS/SB,KANS26S0,KANS26ST,5229,37.750834,-122.402121,0,26TH ST,KANSAS ST,FS,NE,,0,20210407104457,2392769,125,,POINT (-122.40211 37.750828),54,54,2,9,26
22618,Diamond St&27TH St SE-NS/PS,DIAM27SE,DIAM27ST,4376,37.746292,-122.435761,0,27TH ST,DIAMOND ST,NS,SE,,0,20210407104457,2396651,125,,POINT (-122.435745 37.74629),84,84,9,5,22
20791,Teresita Blvd&Isola Way S-FS/SB,TEREISL0,TEREISLA,6673,37.741733,-122.450529,0,ISOLA WAY,TERESITA BLVD,FS,S,,0,20210407104457,2393708,125,,POINT (-122.450516 37.74173),72,72,9,8,41
21201,Sloat Blvd&45th Ave NW-FS/BZ,SLOA45A1,SLOA45AV,6450,37.7356,-122.503407,0,45TH AVE,SLOAT BLVD,FS,NW,BZ,1,20210407104457,2394295,125,,POINT (-122.503395 37.735596),40,40,10,7,35
20374,Junipero Serra Blvd&Brotherhd NE-FS,J S BRH1,J S BRHD,5134,37.71355,-122.47126,0,BROTHERHOOD WAY,JUNIPERO SERRA BLVD,FS,NE,FL,0,20210407104457,2392676,125,,POINT (-122.471245 37.713547),65,65,10,1,24
21586,Hermann St&Fillmore St NE-NS/BZ,HERMFIL1,HERMFILL,5017,37.770307,-122.429929,0,FILLMORE ST,HERMANN ST,NS,NE,BZ,1,20210407104457,2395616,125,,POINT (-122.42992 37.7703),28,28,7,11,9
22055,Right Of Way&Liberty St NW-NS/SB,ROW LBR0,ROW LBRT,6221,37.757451,-122.426999,0,LIBERTY ST,RIGHT OF WAY,NS,NW,,0,20210407104457,2395918,125,,POINT (-122.42699 37.757446),52,52,3,5,5
19722,Columbus Ave&North Point St E-MB/BZ,COLMNPT0,COLMBAY,4116,37.80549,-122.417589,0,NORTH POINT ST,COLUMBUS AVE,MB,NE,BZ,0,20210407104457,2391720,125,,POINT (-122.41757 37.805485),99,99,6,3,23
20540,126 Miraloma Dr SW-FS/SB,MIRA 120,MIRA 126,5513,37.737744,-122.461458,0,BENGAL ALY,MIRALOMA DR,FS,SW,,0,20210407104457,2393041,125,,POINT (-122.46144 37.73774),117,117,9,8,41
20453,Merchant Rd&Golden Gate Br. N-NS/SB,GGBRMCH0,GGBRMCHT,4776,37.806668,-122.475872,0,MERCHANT RD,UNNAMED 152,NS,N,FL,0,20210407104457,2392495,125,,POINT (-122.47586 37.806664),3,3,,6,27
20564,Lincoln Way&9th Ave NW-FS/BZ,LWAY 9A0,LWAY 9AV,5300,37.766001,-122.466746,0,9TH AVE,LINCOLN WY,FS,NW,BZ,1,20210407104457,2392798,125,,POINT (-122.466736 37.765995),9,9,10,11,12
20547,City College Pedestrian Bridge SW,OCENCCB0,OCENCCBR,5785,37.722947,-122.450866,0,SAN JOSE AVE,OCEAN AVE,NS,SW,SI,1,20210407104457,2393051,125,,POINT (-122.45085 37.722942),95,95,9,8,24
20327,Laguna Honda Blvd&Balceta Ave S-FS,LGHNBAL0,LGHNBALC,4877,37.74529,-122.45718,0,BALCETA AVE,LAGUNA HONDA BLVD,FS,S,,0,20210407104457,2392750,125,,POINT (-122.45717 37.745285),49,49,7,8,41
21400,California St&Fillmore St NW-FS/SB,CALIFIL0,CALIFILL,3861,37.788931,-122.434151,0,FILLMORE ST,CALIFORNIA ST,FS,NW,,0,20210407104457,2395073,125,,POINT (-122.434135 37.788925),102,102,4,6,30
21439,Skyline Blvd&Lake Merced Blvd S-NS,SKYLL M2,SKYLL M,6432,37.731149,-122.499223,0,LAKE MERCED BLVD,SKYLINE BLVD,NS,S,AB,0,20210407104457,2394822,125,,POINT (-122.49921 37.731144),43,43,10,8,16
20040,Diamond Heights Blvd&Diamond St N,DHTSDIA1,DHTSDIAM,4363,37.74185,-122.43566,0,DIAMOND ST,DIAMOND HEIGHTS BLVD,FS,N,FL,0,20210407104457,2391726,125,,POINT (-122.435646 37.741844),57,57,9,5,22
21677,Harrison St&6th St W-FS/BZ,HARR 6S1,HARR 6ST,4970,37.777148,-122.404362,0,6TH ST,HARRISON ST,FS,W,BZ,1,20210407104457,2395305,125,,POINT (-122.40435 37.77714),32,32,1,10,34
19659,26th St&Wisconsin St NW-FS/SB,26STWIS0,26STWISC,3524,37.75111,-122.39866,0,WISCONSIN ST,26TH ST,FS,NW,,0,20210407104457,2391269,125,,POINT (-122.39864 37.751106),54,54,2,9,26
21679,Sunnydale Ave&Sawyer St SW-NS/PS,SUNYSAW0,SUNYSAWY,6580,37.71163,-122.41521,0,SAWYER ST,SUNNYDALE AVE,NS,SW,,0,20210407104457,2395313,125,,POINT (-122.4152 37.711624),75,75,9,9,40
20407,Kearny St&Sutter St SE-NS/BZ,KRNYSUT1,KRNYSUTT,4826,37.789746,-122.403724,0,SUTTER ST,KEARNY ST,NS,SE,BZ,1,20210407104457,2392482,125,,POINT (-122.40371 37.78974),19,19,6,3,8
21138,9th Ave&Lincoln Way SE-NS/BZ,.9AVLWA1,9AVLWAY,3220,37.76585,-122.466345,0,LINCOLN WY,9TH AVE,NS,SE,BZ,1,20210407104457,2394436,125,,POINT (-122.46633 37.765846),109,109,10,11,14
21054,Union St&Grant Ave SW-NS/PS,UNINGRN1,UNINGRNT,6759,37.8006,-122.40769,0,GRANT AVE,UNION ST,NS,SW,,0,20210407104457,2393942,125,,POINT (-122.40768 37.800594),106,106,6,3,23
20523,Monterey Blvd&Ridgewood Ave SE-FS,MTRYRGW0,MTRYRGWD,5440,37.731472,-122.453083,0,RIDGEWOOD AVE,MONTEREY BLVD,FS,SE,BZ,1,20210407104457,2393010,125,,POINT (-122.45307 37.73147),95,95,9,8,41
20269,Felton St&Amherst St SW-NS,FELTAMS1,FELTAMST,4582,37.72688,-122.41653,0,AMHERST ST,FELTON ST,NS,SW,FL,0,20210407104457,2392203,125,,POINT (-122.41652 37.726875),92,92,2,2,25
19971,Evans Ave&Newhall St E-NS/SB,EVANNEW1,EVANNEWH,4555,37.741949,-122.386408,0,NEWHALL ST,EVANS AVE,FS,W,BZ,0,20210407104457,2391856,125,,POINT (-122.3864 37.741943),76,76,2,9,1
21089,Post St&Montgomery St S-MB/BB,POSTMTG1,POSTMTGY,6019,37.789014,-122.402486,0,MONTGOMERY ST,POST ST,MB,S,BB,0,20210407104457,2394540,125,,POINT (-122.40247 37.78901),19,19,6,3,8
21373,Potrero Ave&24th St SW-FS/BZ,POTR24S0,POTR24ST,6039,37.752942,-122.406393,0,24TH ST,POTRERO AVE,FS,SW,BZ,0,20210407104457,2395020,125,,POINT (-122.40638 37.752937),53,53,3,2,20
21205,Crestline Dr&Burnett Ave NW-FS/BZ,CRSTBRNT,CRSTBRNT,7020,37.7493,-122.44508,0,BURNETT AVE,CRESTLINE DR,FS,NW,,0,20210407104457,2394302,125,,POINT (-122.44507 37.749294),51,51,7,5,38
22030,Brotherhood Way&Grace St,BRHDGRC1,,7796,37.714488,-122.480224,0,CHURCH ACCESS RD,BROTHERHOOD WY,,,,0,20210407104457,2397253,125,,POINT (-122.48021 37.71448),42,42,10,8,16
21567,Clement St&4TH Ave SE-FS/BZ,CLMT 4A1,CLMT 4AV,4041,37.78299,-122.46195,0,04TH AVE,CLEMENT ST,FS,SE,BZ,0,20210407104457,2395587,125,,POINT (-122.46194 37.782986),5,5,8,4,11
21221,Prague St&Persia Ave N-NS/PS,PRAGPER0,PRAGPERS,6082,37.71903,-122.42718,0,PERSIA AVE,PRAGUE ST,NS,N,FL,0,20210407104457,2394809,125,,POINT (-122.42717 37.719025),90,90,9,1,7
21078,4th St&Market St S-FS/BB,.4STMRK1,.4STMRKT,3161,37.785527,-122.405675,0,MARKET ST,4TH ST,FS,S,BZ,0,20210407104457,2394411,125,,POINT (-122.40566 37.785522),32,32,5,10,34
20960,Powell St&Sacramento St W-MI,POWLSAC1,POWLSACO,6074,37.79296,-122.409443,0,SACRAMENTO ST,POWELL ST,MI,W,,0,20210407104457,2394087,125,,POINT (-122.40943 37.792953),16,16,6,3,21
21747,Wilde Ave&Girard St NW-FS/BZ,WILDGIR1,WILDGIRD,6946,37.716615,-122.400252,0,WILDE AVE,GIRARD ST,FS,NW,,0,20210407104457,2395958,125,,POINT (-122.40024 37.71661),91,91,9,9,40
20685,Ocean Ave&San Jose Ave NW-FS/BZ,OCENS J0,OCENS J,5804,37.723004,-122.444951,0,I-280 N ON RAMP,OCEAN AVE,FS,NW,,0,20210407104457,2393089,125,,POINT (-122.44494 37.723),94,94,9,1,28
21043,O'Shaughnessy Bl&Del Vale Ave N-FS,OSHADVA1,OSHADVAL,5830,37.741385,-122.446027,0,DEL VALE AVE,O SHAUGHNESSY BLVD,FS,N,,0,20210407104457,2393523,125,,POINT (-122.446014 37.74138),96,96,9,5,10
20321,Haight St&Fillmore St NW-FS/BZ,HAITFIL0,HAITFILL,4952,37.77214,-122.43076,0,FILLMORE ST,HAIGHT ST,FS,NW,BZ,1,20210407104457,2392739,125,,POINT (-122.43075 37.772137),26,26,4,11,9
22037,Masonic Ave&Fulton St SW-FS/SI,MSICFUL0,MSICFULT,5705,37.775577,-122.446553,0,FULTON ST,MASONIC AVE,NS,NW,BZ,0,20210407104457,2395889,125,,POINT (-122.44654 37.775574),24,24,7,11,18
21622,Judah St&9th Ave SW-NS/SI,JUDA 9A1,JUDA 9AV,5194,37.762139,-122.466312,0,09TH AVE,JUDAH ST,NS,SW,SI,0,20210407104457,2395097,125,,POINT (-122.4663 37.762135),109,109,10,11,14
21112,Taraval St&19th Ave NE-NS/PS,TARA19A0,TARA19AV,6616,37.74311,-122.475444,0,19TH AVE,TARAVAL ST,NS,NE,,0,20210407104457,2394574,125,,POINT (-122.47543 37.743107),44,44,10,8,41
21331,Noriega St&44th Ave NW-FS/BZ,NORI44A0,NORI44AV,5759,37.75316,-122.503088,0,44TH AVE,NORIEGA ST,NS,NE,BZ,0,20210407104457,2394730,125,,POINT (-122.503075 37.753155),39,39,10,7,35
20480,Mason St&Broadway E-MI,MASNBDW0,MASNBDWY,5355,37.797208,-122.411825,0,BROADWAY,MASON ST,MI,E,,0,20210407104457,2392530,125,,POINT (-122.41181 37.797203),107,107,6,3,6
22096,Potrero Ave & Mariposa St,POTRMAR1,,7910,37.763283,-122.407258,,MARIPOSA ST,POTRERO AVE,,,,,20210407104457,2397354,125,,POINT (-122.40724 37.76328),54,54,3,9,20
21177,Market St&Clayton St N-FS/BZ,MRKTCLT1,MRKTCLTN,5663,37.758409,-122.444055,0,CLAYTON ST,MARKET ST,FS,NE,,0,20210407104457,2394241,125,,POINT (-122.44404 37.758404),115,115,3,5,5
21811,Plymouth Ave&Yerba Buena Ave NE-NS,PLYMY B1,PLYMY B,5980,37.73261,-122.45851,0,YERBA BUENA AVE,PLYMOUTH AVE,NS,NE,,0,20210407104457,2395651,125,,POINT (-122.458496 37.732605),70,70,9,8,41
19498,Ashbury St&Waller St NW-NS/PS,ASHBWAL0,ASHBWALL,3665,37.769161,-122.446851,0,WALLER ST,ASHBURY ST,NS,NW,,0,20210407104457,2391161,125,,POINT (-122.44684 37.769157),25,25,7,11,3
20502,Industrial St&Revere Ave NE-NS/SB,INDSRVR1,INDSRVRE,5096,37.73913,-122.40305,0,REVERE AVE,INDUSTRIAL ST,NS,NE,,0,20210407104457,2392976,125,,POINT (-122.40304 37.739124),82,82,2,9,1
20224,Eddy St&Buchanan St SW-NS/BZ,EDDYBUC1,EDDYBUCH,4473,37.781767,-122.429141,0,BUCHANAN ST,EDDY ST,NS,SW,BZ,0,20210407104457,2392116,125,,POINT (-122.42913 37.78176),97,97,4,11,39
19569,25th Ave&Fulton St NW-NS/PS,25AVFUL0,25AVFULT,3499,37.772689,-122.484295,0,FULTON ST,25TH AVE,NS,NW,,0,20210407104457,2390978,125,,POINT (-122.48428 37.772682),8,8,8,4,29
20812,Lincoln Way&25th Ave NW-FS/BZ,LWAY25A0,LWAY25AV,5314,37.765221,-122.483993,0,25TH AVE,LINCOLN WY,FS,NW,BZ,0,20210407104457,2393254,125,,POINT (-122.48398 37.765217),9,9,10,4,12
21984,Moscow St&RussiaAvet E-NS/PS,MSCWRUSS,,7982,37.718042,-122.42996,,RUSSIA AVE,MOSCOW ST,,,,,20210407104457,2397182,125,,POINT (-122.42995 37.718037),90,90,9,1,7
21719,3rd St&Fitzgerald Ave SE-NS/SB,.3STFIT1,,7320,37.723127,-122.395243,0,FITZGERALD AVE,3RD ST,,,,0,20210407104457,2395791,125,,POINT (-122.39523 37.72312),88,88,2,9,1
21832,Quintara St&Funston Ave NE-NS/PS,QUINFUN0,QUINFUNS,6170,37.748985,-122.469423,0,FUNSTON AVE,QUINTARA ST,NS,NE,,0,20210407104457,2395489,125,,POINT (-122.469406 37.74898),44,44,10,8,14
21544,Ulloa St&West Portal Ave W-NS/BZ,ULOAWPIB,ULOAW.P.,6744,37.74092,-122.466006,0,WEST PORTAL AVE,ULLOA ST,NS,W,BZ,0,20210407104457,2394989,125,,POINT (-122.465996 37.740913),46,46,10,8,41
20098,Fillmore St&Sacramento St SE-NS/BZ,FILLSAC1,FILLSACO,4638,37.789744,-122.433947,0,SACRAMENTO ST,FILLMORE ST,NS,SE,BZ,0,20210407104457,2392353,125,,POINT (-122.43394 37.789738),102,102,4,6,30
19622,Cortland Ave&Mission St E-NS/BZ,CORTMIS1,CORTMISS,4156,37.74101,-122.42267,0,MISSION ST,CORTLAND AVE,NS,E,BZ,0,20210407104457,2391443,125,,POINT (-122.42265 37.741005),83,83,9,2,2
19902,Fulton St&La Playa SE-FS/BZ,FULTLAP1,FULTLAPL,4228,37.77134,-122.50939,0,LA PLAYA ST,FULTON ST,FS,SE,BZ,1,20210407104457,2391752,125,,POINT (-122.50938 37.771336),9,9,8,4,12
21340,Van Ness Ave&Broadway NE-FS/BZ,V N BDW1,V N BDWY,6798,37.79608,-122.423331,0,BROADWAY,VAN NESS AVE,FS,NE,BZ,0,20210407104457,2394750,125,,POINT (-122.42332 37.796074),105,105,4,3,32
22176,Palou Ave &3rd St SW-NS/BZ,PALO3ST1,,8055,37.73402,-122.391088,,03RD ST,PALOU AVE,,,,,20210407104457,2397510,125,,POINT (-122.391075 37.734016),87,87,2,9,1
19387,24th St&Sanchez St NE-NS,24STSNC0,24STSNCZ,3481,37.751645,-122.42955,0,SANCHEZ ST,24TH ST,NS,NE,,0,20210407104457,2390505,125,,POINT (-122.429535 37.75164),84,84,3,5,22
19654,California St&Drumm St NE-NS,CALIDRU0,CALIDRUM,3860,37.793678,-122.396373,0,CALIFORNIA ST,DRUMM ST,NS,NE,,0,20210407104457,2391259,125,,POINT (-122.39636 37.793674),108,108,6,3,8
20045,Diamond St&24TH St SE-NS/PS,DIAM24SE,DIAM24ST,4371,37.751075,-122.436219,0,24TH ST,DIAMOND ST,NS,SE,,0,20210407104457,2391731,125,,POINT (-122.4362 37.751072),84,84,3,5,22
19372,19th Ave&Junipero Serra Blvd E-NS,19AVJ.S0,19AVJ.S.,3361,37.716889,-122.472275,0,JUNIPERO SERRA BLVD,19TH AVE,NS,E,,0,20210407104457,2390476,125,,POINT (-122.47226 37.716885),65,65,10,1,24
21467,Roosevelt Way&Clifford Ter NW-MI/PS,RSVTCLI1,RSVTCLIF,6237,37.76373,-122.44301,0,CLIFFORD TER,ROOSEVELT WAY,MI,NW,,0,20210407104457,2394884,125,,POINT (-122.44299 37.763725),112,112,7,5,5
22094,Potrero Ave & 21st St,POTR21S1,,7908,37.757858,-122.406723,,21ST ST,POTRERO AVE,,,,,20210407104457,2397348,125,,POINT (-122.40671 37.757854),54,54,3,9,20
20586,Mission St&8th St E-FS/BZ,MISS.8S1,MISS.8ST,5541,37.7777,-122.41273,0,8TH ST,MISSION ST,FS,E,BZ,1,20210407104457,2392841,125,,POINT (-122.41272 37.777695),32,32,1,10,34
22394,Carmel St&Twin Peaks Blvd SW-NS/PS,CRMLT P0,CRMLT P,4205,37.760935,-122.446634,0,TWIN PEAKS BLVD,CARMEL ST,NS,SW,,0,20210407104457,2396965,125,,POINT (-122.44662 37.76093),114,114,7,11,14
21496,North Point St&Hyde St SW-NS/BZ,N.PTHYD0,N.PTHYDE,5459,37.805633,-122.420467,0,HYDE ST,NORTH POINT ST,NS,SW,BZ,1,20210407104457,2395169,125,,POINT (-122.420456 37.80563),98,98,6,6,32
20434,Fulton St&22ND Ave SE-FS/BZ,FULT22A1,FULT22AV,4747,37.77266,-122.48061,0,22ND AVE,FULTON ST,FS,SE,BZ,1,20210407104457,2392063,125,,POINT (-122.4806 37.772655),9,9,8,4,12
22688,Taraval St&32nd Ave SW-NS/PS,TARA32A1,TARA32AV,6629,37.742355,-122.489749,0,32ND AVE,TARAVAL ST,NS,SW,,0,20210407104457,2396781,125,,POINT (-122.48974 37.74235),40,40,10,7,35
22625,Silver Ave&Mission St N-FS/SB,SILVMISS,SILVMISS,6413,37.728901,-122.4314,0,MISSION ST,SILVER AVE,FS,N,FL,1,20210407104457,2396663,125,,POINT (-122.43139 37.728897),94,94,9,1,28
21393,Bridge View Dr&Topeka Ave S-NS,BRVWTPK1,BRVWTPKA,3722,37.7332,-122.39769,0,TOPEKA AVE,BRIDGE VIEW DR,NS,S,FL,0,20210407104457,2395055,125,,POINT (-122.397675 37.733196),87,87,2,9,1
20647,North Point St&Stockton St NE-NS/BZ,N PTSTO0,N PTSTOK,5470,37.80704,-122.41038,0,STOCKTON ST,NORTH POINT ST,NS,NE,BZ,1,20210407104457,2392923,125,,POINT (-122.41037 37.807034),99,99,6,3,23
21530,Sacramento St&Buchanan St SW-NS/BZ,SACOBUC1,SACOBUCH,6292,37.790194,-122.430855,0,BUCHANAN ST,SACRAMENTO ST,NS,SW,BZ,1,20210407104457,2394968,125,,POINT (-122.43084 37.790188),102,102,4,6,30
21274,Rhode Island St&16th St NW-NS/PS,R IS16S0,R IS16ST,6190,37.766164,-122.402799,0,16TH ST,RHODE ISLAND ST,NS,NW,,0,20210407104457,2394385,125,,POINT (-122.40279 37.76616),33,33,1,9,4
21610,San Jose Ave&Farallones St S-NS/SB,S.J.FAR0,S.J.FARA,6259,37.713957,-122.452281,0,FARALLONES ST,SAN JOSE AVE,NS,S,,0,20210407104457,2395268,125,,POINT (-122.45227 37.71395),81,81,10,1,24
22477,Divisadero St&McAllister St NE-FS,DIVIMCA1,DIVIMCAL,4428,37.77786,-122.4383,0,MCALLISTER ST,DIVISADERO ST,FS,NE,BZ,0,20210407104457,2396318,125,,POINT (-122.438286 37.777855),97,97,4,11,39
19986,Geary Blvd&Divisadero St NE-NS/BB,GEARDIV0,GEARDIVI,4293,37.783428,-122.439366,0,DIVISADERO ST,GEARY BLVD,NS,NE,BZ,1,20210407104457,2391881,125,,POINT (-122.439354 37.783424),103,103,4,11,15
21165,Market St bet 7th & 8th St SE-MB/BZ,MRKT 8/7,MRKT 8/7,5649,37.77981,-122.413186,0,7TH ST,MARKET ST,MB,SE,BZ,1,20210407104457,2394501,125,,POINT (-122.41317 37.779804),32,32,5,10,34
19281,Arguello Blvd&Geary Blvd SE-NS/BZ,ARGLGEA1,ARGLGEAR,3650,37.781081,-122.45876,0,GEARY BLVD,ARGUELLO BLVD,NS,SE,BZ,0,20210407104457,2391076,125,,POINT (-122.45875 37.781075),12,12,8,4,18
21446,San Bruno Ave&Somerset St NW-NS/BZ,SBROSOM0,SBROSOME,6366,37.71384,-122.40213,0,SOMERSET ST,SAN BRUNO AVE,NS,NW,,0,20210407104457,2394842,125,,POINT (-122.402115 37.713837),75,75,9,9,40
22169,9th St&Ave B SW-NS/PS,9THAVEB.,,8019,37.823031,-122.375055,,AVENUE B,09TH TI ST,,,,,20210407104457,2397501,125,,POINT (-122.37504 37.823025),36,36,1,10,37
19345,18th St&Mission St NW-FS/BZ,18STMIS1,18STMISS,3338,37.761895,-122.419509,0,MISSION ST,18TH ST,FS,NW,BZ,0,20210407104457,2390928,125,,POINT (-122.419495 37.76189),53,53,3,2,20
21326,Santos St&Velasco Ave S-NS/PS,SANTVEL1,SANTVELA,6345,37.709867,-122.4193,0,VELASCO AVE,SANTOS ST,NS,N,,0,20210407104457,2394718,125,,POINT (-122.41929 37.70986),74,74,9,9,40
19767,Geary Blvd&25TH Ave NE-NS/BZ,GEAR25A0,GEAR25AV,4269,37.78022,-122.48461,0,25TH AVE,GEARY BLVD,NS,NE,BZ,1,20210407104457,2391626,125,,POINT (-122.4846 37.780216),8,8,8,4,29
19363,2nd St&Brannan St E-NS/BZ,.2STBRA1,2STBRAN,3003,37.781827,-122.391945,0,BRANNAN ST,2ND ST,NS,E,BZ,0,20210407104457,2390463,125,,POINT (-122.39193 37.781822),31,31,1,10,8
22526,989 Ellsworth St S-MB/SB,EWTHH981,EWTHH989,4567,37.73262,-122.41893,0,ALEMANY BLVD,ELLSWORTH ST,MB,S,,0,20210407104457,2396408,125,,POINT (-122.418915 37.732616),83,83,9,2,2
21260,Powell St&Pine St E-MI,POWLPIN0,POWLPINE,6069,37.791095,-122.408905,0,PINE ST,POWELL ST,MI,E,,0,20210407104457,2394360,125,,POINT (-122.40889 37.791092),16,16,6,3,21
21578,Clayton St&Frederick St SE-NS/PS,CLTNFRE1,CLTNFRED,4078,37.76694,-122.447917,0,FREDERICK ST,CLAYTON ST,NS,SE,,0,20210407104457,2395603,125,,POINT (-122.44791 37.766933),114,114,7,11,3
22225,Brazil Ave&Munich St W-NS/PS,BRZLMUN0,BRZLMUNI,3764,37.7209,-122.42699,0,MUNICH ST,BRAZIL AVE,NS,W,FL,0,20210407104457,2396133,125,,POINT (-122.42698 37.720894),90,90,9,1,7
21573,California St&Stockton St N-MI,CALISTO0,CALISTOK,3899,37.792308,-122.407552,0,STOCKTON ST,CALIFORNIA ST,MI,N,,0,20210407104457,2395594,125,,POINT (-122.40754 37.7923),16,16,6,3,6
20519,Monterey Blvd&Gennessee St NW-FS/BZ,MTRYGNSE,MTRYGNSE,5435,37.731615,-122.451445,0,GENNESSEE ST,MONTEREY BLVD,NS,SW,BZ,0,20210407104457,2393004,125,,POINT (-122.45143 37.73161),95,95,9,8,41
22360,Frederick St&Ashbury St SW-NS/PS,FREDASH1,FREDASHB,4716,37.767145,-122.446462,0,ASHBURY ST,FREDERICK ST,NS,SW,,0,20210407104457,2396889,125,,POINT (-122.44645 37.76714),114,114,7,11,3
20946,Mission St&Persia Ave NW-NS/BZ,MISSRUT0,MISSRUTH,5616,37.723263,-122.435971,0,PERSIA AVE,MISSION ST,FS,W,BZ,0,20210407104457,2394040,125,,POINT (-122.43596 37.72326),80,80,9,1,28
20982,Mission St&Oliver St E-FS/BZ,MISSOLV1,MISSOLVR,5608,37.70962,-122.45006,0,OLIVER ST,MISSION ST,FS,E,BZ,0,20210407104457,2393851,125,,POINT (-122.45005 37.709614),58,58,9,1,7
19252,3rd St&Mission St NE-FS/BZ,.3STMISS,.3STMRKT,3136,37.786373,-122.40211,0,MISSION ST,3RD ST,MB,E,BZ,0,20210407104457,2390806,125,,POINT (-122.4021 37.78637),32,32,6,10,8
20672,Hyde St&Pine St NW-NS/BZ,HYDEPIN0,HYDEPINE,5084,37.79017,-122.4173,0,PINE ST,HYDE ST,NS,NW,BZ,0,20210407104457,2392965,125,,POINT (-122.41729 37.790165),16,16,6,3,21
20912,Polk St&Union St NE-FS/BZ,POLKUNI1,POLKUNIN,6003,37.799004,-122.422292,0,UNION ST,POLK ST,FS,NE,BZ,0,20210407104457,2394175,125,,POINT (-122.42228 37.799),107,107,4,6,32
20676,Hyde St&Vallejo St NW-NS,HYDEVAL1,HYDEVALL,5091,37.797406,-122.418773,0,VALLEJO ST,HYDE ST,NS,NW,,0,20210407104457,2392971,125,,POINT (-122.41876 37.7974),107,107,6,3,32
20228,Eddy St&Gough St SW-NS/BZ,EDDYGOU1,EDDYGOUG,4478,37.7824,-122.424201,0,GOUGH ST,EDDY ST,NS,SW,BZ,1,20210407104457,2392125,125,,POINT (-122.42419 37.782394),100,100,4,11,39
22431,Leland Ave&Alpha St SW-NS/PS,LELDALP0,,7328,37.711897,-122.405775,,ALPHA ST,LELAND AVE,,,,,20210407104457,2396196,125,,POINT (-122.40576 37.71189),75,75,9,9,40
20657,Laguna St&Chestnut St NW-NS/BB,LGNACHE0,LGNACHES,5257,37.801513,-122.431418,0,CHESTNUT ST,LAGUNA ST,NS,NW,BZ,1,20210407104457,2392945,125,,POINT (-122.431404 37.80151),17,17,4,6,13
19648,Avenue B&Gateview Ave SW-FS/SB,AVEBGTV0,AVEBGTVN,3670,37.82695,-122.377402,0,GATEVIEW AVE,AVENUE B,FS,SW,FL,0,20210407104457,2391252,125,,POINT (-122.37739 37.826946),36,36,1,10,37
19573,25th St&Connecticut St NE-NS/PS,25STCON1,25STCONN,3504,37.75236,-122.39634,0,CONNECTICUT ST,25TH ST,NS,NE,,0,20210407104457,2390982,125,,POINT (-122.396324 37.752354),54,54,2,9,26
21805,Plymouth Ave&Lobos St NW-NS,PLYMLOB0,PLYMLOBO,5965,37.71501,-122.45613,0,LOBOS ST,PLYMOUTH AVE,NS,NW,FL,0,20210407104457,2395879,125,,POINT (-122.456116 37.715004),81,81,10,1,24
22056,Portola Dr&Laguna Honda Blvd N-NS,PORTLGH0,PORTLGHN,6113,37.743098,-122.455261,0,LAGUNA HONDA BLVD,PORTOLA DR,NS,N,,0,20210407104457,2395921,125,,POINT (-122.455246 37.74309),72,72,9,8,41
20609,Naples St&Brazil Ave N-NS/PS,NAPLBRZ0,NAPLBRZL,5476,37.72251,-122.43002,0,BRAZIL AVE,NAPLES ST,NS,N,FL,0,20210407104457,2393359,125,,POINT (-122.43001 37.722504),90,90,9,1,7
